date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-08-11 00:00:00,27.7,23.7,32.7,0.7,,,4.6,,1009.7,
2022-08-12 00:00:00,27.9,24.2,34.2,15.2,,,4.3,,1009.5,
2022-08-13 00:00:00,27.8,23.3,32.7,0.1,,,8.3,,1009,
2022-08-14 00:00:00,27.2,23,31.9,7.3,,,7.4,,1009.2,
2022-08-15 00:00:00,27.5,23.9,32.7,7.1,,,6.9,,1009.6,
2022-08-16 00:00:00,26.3,23.4,30.9,3.4,,,5.8,,1011,
2022-08-17 00:00:00,27.3,23,32.6,1.2,,,6.7,,1010.7,
2022-08-18 00:00:00,25.2,23.6,31.6,1.2,,,6.1,,1010.4,
2022-08-19 00:00:00,27.4,22.1,32.2,0,,,11.4,,1009.4,
2022-08-20 00:00:00,26.8,23.1,32.3,0,,,13.8,,1009.7,
2022-08-21 00:00:00,27.2,21.7,32.7,0.5,,,9.9,,1008.6,
2022-08-22 00:00:00,24.6,22.8,29.3,1.6,,,10.2,,1009.1,
2022-08-23 00:00:00,26.5,23,31.7,3.5,,,10.1,,1009.5,
2022-08-24 00:00:00,27.2,23.2,32.2,1.5,,,8.7,,1009.4,
2022-08-25 00:00:00,26.7,23.3,32.3,3.5,,,6.9,,1009.1,
2022-08-26 00:00:00,27.5,23.6,32.3,5.2,,,7.4,,1008.5,
2022-08-27 00:00:00,27,23.9,32.5,5.5,,,7.4,,1008.1,
2022-08-28 00:00:00,27.4,23.6,32.9,3.5,,,7.8,,1008.1,
2022-08-29 00:00:00,25.8,24.2,31.5,12.6,,,4.9,,1008.6,
2022-08-30 00:00:00,26.1,23.7,31.7,9.2,,,4.1,,1008.3,
2022-08-31 00:00:00,26.8,23.5,32.4,3,,,6.1,,1008,
2022-09-01 00:00:00,25.3,23.4,31.8,19.1,,,5,,1009.4,
2022-09-02 00:00:00,27.1,23.3,32.6,0.5,,,8.3,,1008.9,
2022-09-03 00:00:00,26.6,23.6,32.8,11.7,,,4.9,,1008.6,
2022-09-04 00:00:00,26.9,23.9,32.6,19.9,,,4.2,,1009.2,
2022-09-05 00:00:00,25.2,23.6,29.9,33.9,,,4,,1010.1,
2022-09-06 00:00:00,24.9,23.2,29.8,22.4,,,4.2,,1010.9,
2022-09-07 00:00:00,26.5,23.2,31.4,3.9,,,4.5,,1010.8,
2022-09-08 00:00:00,26.7,23.8,32.5,2.7,,,5.5,,1010.7,
2022-09-09 00:00:00,27.6,22.9,32.6,1,,,6.5,,1010.9,
2022-09-10 00:00:00,27.1,23,32.7,14.9,,,5.5,,1010.8,
2022-09-11 00:00:00,26.4,24.1,31.8,11.2,,,3.5,,1010.4,
2022-09-12 00:00:00,26.3,23.3,32.2,1.5,,,4.7,,1009.8,
2022-09-13 00:00:00,27.7,23.2,32.9,1.5,,,7.8,,1010.7,
2022-09-14 00:00:00,26.9,24.1,32.3,2.2,,,8,,1011.4,
2022-09-15 00:00:00,27.4,23.1,32.6,4.3,,,6.6,,1010.4,
2022-09-16 00:00:00,26.4,22.9,33.3,0.9,,,4.4,,1009.6,
2022-09-17 00:00:00,26.7,22.7,32.3,0.3,,,7.4,,1010.1,
2022-09-18 00:00:00,27.1,22.7,33,0.3,,,5.7,,1009.9,
2022-09-19 00:00:00,27.9,23.1,33.4,4.3,,,5.5,,1009.3,
2022-09-20 00:00:00,27.4,23.8,33.5,3.3,,,4.6,,1009.5,
2022-09-21 00:00:00,27.3,23.7,32.6,5.2,,,4.4,,1010.1,
2022-09-22 00:00:00,25.5,23.4,33.2,4.9,,,4,,1010,
2022-09-23 00:00:00,27.4,22.1,32.9,3.1,,,4.8,,1008.5,
2022-09-24 00:00:00,27.1,23.8,32.8,11.6,,,5.1,,1008.3,
2022-09-25 00:00:00,27.3,23.1,33.2,0.7,,,7.7,,1008.1,
2022-09-26 00:00:00,26.8,21.6,33.2,0,,,9.2,,1008.2,
2022-09-27 00:00:00,27.7,21.8,34.9,0,,,7,,1007.8,
2022-09-28 00:00:00,26.8,23.1,35.1,0,,,4.7,,1007.6,
2022-09-29 00:00:00,26.5,23.2,33,6.7,,,4.5,,1008.4,
2022-09-30 00:00:00,26.4,23.7,33.3,4.5,,,3.6,,1009.5,
2022-10-01 00:00:00,27.1,24.2,32,5.4,,,4.8,,1008.8,
2022-10-02 00:00:00,25.8,23.5,32.7,5.9,,,5.2,,1007.8,
2022-10-03 00:00:00,27.4,23.4,33,2.5,,,4.7,,1007.9,
2022-10-04 00:00:00,27,23.6,33.6,5.8,,,4.9,,1008.8,
2022-10-05 00:00:00,26.7,24,31.6,7.7,,,3.5,,1009,
2022-10-06 00:00:00,27.1,23.7,32.2,4.9,,,5,,1008.9,
2022-10-07 00:00:00,28.2,23.8,33.4,2.4,,,4.5,,1008.5,
2022-10-08 00:00:00,26.4,24.6,33.2,12.1,,,4.2,,1008.9,
2022-10-09 00:00:00,26.4,23.6,32.1,7.2,,,4.2,,1009.6,
2022-10-10 00:00:00,25.8,23.3,32.7,19.7,,,4.3,,1009.8,
2022-10-11 00:00:00,26.1,23.4,31.9,16.8,,,4.9,,1009.4,
2022-10-12 00:00:00,28,23.7,33.9,6.9,,,6.7,,1008.5,
2022-10-13 00:00:00,27.3,23.7,32.7,1.1,,,6.2,,1007.9,
2022-10-14 00:00:00,28.2,24,33.5,0,,,6.4,,1007.2,
2022-10-15 00:00:00,27.6,24.1,33.6,0,,,5.9,,1007.7,
2022-10-16 00:00:00,27.5,24.2,34.2,0.8,,,5.4,,1008.9,
2022-10-17 00:00:00,24.8,24,33.6,10.7,,,4.5,,1009.2,
2022-10-18 00:00:00,26.3,23.3,33.4,12.3,,,4.2,,1008.9,
2022-10-19 00:00:00,27.3,24.7,31,7.9,,,4.2,,1009.9,
2022-10-20 00:00:00,27.4,24.4,34.7,3.8,,,4.5,,1010.4,
2022-10-21 00:00:00,27.9,24.4,34.3,5.9,,,4.5,,1010.2,
2022-10-22 00:00:00,27,24,34,8.8,,,4.1,,1010.2,
2022-10-23 00:00:00,27.4,24.1,32.4,3.8,,,4.8,,1008.8,
2022-10-24 00:00:00,26.7,24,32,3.3,,,4.1,,1008.8,
2022-10-25 00:00:00,25.2,24,33.6,3.6,,,5.2,,1009,
2022-10-26 00:00:00,27.5,24.1,33.2,7.5,,,4.7,,1008.5,
2022-10-27 00:00:00,26.7,24.3,30.7,14.3,,,3.6,,1007.6,
2022-10-28 00:00:00,27.1,23.7,33.2,1.9,,,6.3,,1006.4,
2022-10-29 00:00:00,27.4,23.7,32.1,10.4,,,7,,1006.7,
2022-10-30 00:00:00,27.9,23.8,32.6,0,,,6.6,,1006.8,
2022-10-31 00:00:00,27.8,24.8,32.7,0.7,,,5.6,,1007.7,
2022-11-01 00:00:00,26.2,24.2,34.5,8.1,,,3.9,,1008.6,
2022-11-02 00:00:00,26.3,23.7,32.9,11.7,,,3.8,,1009.7,
2022-11-03 00:00:00,27.7,23.6,33.5,3.6,,,4.3,,1009.7,
2022-11-04 00:00:00,27.3,24.1,33.8,2.6,,,4.4,,1010.3,
2022-11-05 00:00:00,27.9,24.4,33.8,2.2,,,3.9,,1010.7,
2022-11-06 00:00:00,26.2,24,33.6,7.1,,,4.6,,1010.2,
2022-11-07 00:00:00,25.5,23.8,31.8,12.5,,,3.6,,1009.8,
2022-11-08 00:00:00,25.6,23,33.7,3,,,4,,1009.4,
2022-11-09 00:00:00,27.3,23.1,33.5,0.2,,,4.1,,1009.4,
2022-11-10 00:00:00,26.5,24,32.7,2.3,,,4,,1008.8,
2022-11-11 00:00:00,27.6,24.2,33.4,0.4,,,4.4,,1008.3,
2022-11-12 00:00:00,27.2,23.7,33,8.7,,,4.7,,1007.9,
2022-11-13 00:00:00,26.6,23.7,32.7,11.3,,,4.6,,1008.2,
2022-11-14 00:00:00,26.8,23.9,33.2,1.9,,,4.1,,1007.6,
2022-11-15 00:00:00,27.1,24.3,33.1,12.3,,,4.6,,1007.7,
2022-11-16 00:00:00,25.4,24.1,29,14.3,,,4,,1007.6,
2022-11-17 00:00:00,27.8,23.6,32.9,3.6,,,4.1,,1006.9,
2022-11-18 00:00:00,27.3,24.3,32.9,6.3,,,4.5,,1007.6,
2022-11-19 00:00:00,27.1,24.1,31.3,12.7,,,4.5,,1007.7,
2022-11-20 00:00:00,28.3,24.1,33.4,2,,,4,,1007.2,
2022-11-21 00:00:00,26.6,24.6,32.7,5.1,,,3.6,,1008.1,
2022-11-22 00:00:00,25.8,24,30.5,7.4,,,4.4,,1009.2,
2022-11-23 00:00:00,26.2,23.4,32,3.4,,,3.3,,1009.5,
2022-11-24 00:00:00,26.2,23.8,33.4,5.8,,,5.6,,1010.1,
2022-11-25 00:00:00,26.8,23.5,33,11,,,3.7,,1010.8,
2022-11-26 00:00:00,27.1,23.3,32.8,13,,,4.5,,1009.9,
2022-11-27 00:00:00,26.6,23.1,33.2,6.2,,,4,,1008.8,
2022-11-28 00:00:00,26.9,23.1,32.4,1.1,,,4.7,,1008.5,
2022-11-29 00:00:00,27.8,22.6,32.4,10,,,4.5,,1008,
2022-11-30 00:00:00,26.9,23.6,32.2,0.2,,,7.1,,1007.2,
2022-12-01 00:00:00,27.1,24,32.2,4.7,,,4.9,,1006.6,
2022-12-02 00:00:00,27.1,23.7,33.2,4,,,4.9,,1006.1,
2022-12-03 00:00:00,26.9,23.9,33.2,2.6,,,4.3,,1006.8,
2022-12-04 00:00:00,26.2,24.2,30.8,4.4,,,4.2,,1007.9,
2022-12-05 00:00:00,26.7,23.4,32.4,4.6,,,4,,1008.1,
2022-12-06 00:00:00,27.2,23.9,33.6,3.1,,,3.9,,1007.5,
2022-12-07 00:00:00,28.2,22.6,33.5,0.6,,,4.5,,1007.3,
2022-12-08 00:00:00,27.4,23.1,33.4,0,,,4.9,,1006.9,
2022-12-09 00:00:00,28.2,22.9,34.1,11.1,,,4.6,,1006.6,
2022-12-10 00:00:00,27.5,23.8,33,3.3,,,4.1,,1007.2,
2022-12-11 00:00:00,27.2,23.9,33.4,3.9,,,4.2,,1007.9,
2022-12-12 00:00:00,27.9,24.4,32.4,3.7,,,4.1,,1008.2,
2022-12-13 00:00:00,27.5,23.7,33.2,18.3,,,4.6,,1008.5,
2022-12-14 00:00:00,27.2,24.1,31.6,3.3,,,5.1,,1008.6,
2022-12-15 00:00:00,26.4,24.2,31,4.8,,,5.5,,1006.9,
2022-12-16 00:00:00,26.9,23.5,31.7,4.5,,,6.2,,1006,
2022-12-17 00:00:00,25.5,23.5,30.5,8.8,,,7.4,,1006.5,
2022-12-18 00:00:00,25.9,23.1,29.2,8.6,,,4.1,,1006.2,
2022-12-19 00:00:00,27.4,23,32.8,3.5,,,4.4,,1005.1,
2022-12-20 00:00:00,27.2,23.5,33,6.5,,,3.8,,1004.9,
2022-12-21 00:00:00,27.2,23.6,33.4,0,,,4.3,,1004.3,
2022-12-22 00:00:00,28,23.4,33.9,1.9,,,5.8,,1004.1,
2022-12-23 00:00:00,28.4,24.1,33.7,1.9,,,4.9,,1004.8,
2022-12-24 00:00:00,28.4,24.2,34.4,40.6,,,4.1,,1006.6,
2022-12-25 00:00:00,27.4,24.4,32.6,1,,,6.1,,1007.9,
2022-12-26 00:00:00,27.8,23.8,34.9,0,,,5.9,,1009.1,
2022-12-27 00:00:00,26.2,23.7,32.3,0.7,,,6.4,,1010.1,
2022-12-28 00:00:00,27.2,24.2,32.4,3.1,,,5.2,,1009.7,
2022-12-29 00:00:00,27.4,24.4,32.3,0.5,,,5,,1009.7,
2022-12-30 00:00:00,26.2,24.1,32.5,3.4,,,6.7,,1010.3,
2022-12-31 00:00:00,27.3,23.6,31.2,0,,,7.9,,1009.9,
2023-01-01 00:00:00,27.8,23.8,32,0,,,9.3,,1009.3,
2023-01-02 00:00:00,27.4,23.8,32.7,0,,,7.6,,1008.4,
2023-01-03 00:00:00,27.8,23.6,34.4,3.6,,,6,,1007.8,
2023-01-04 00:00:00,28.2,23.8,34,0.3,,,6.7,,1007.8,
2023-01-05 00:00:00,28.5,24.6,34.7,0.9,,,5.8,,1008.7,
2023-01-06 00:00:00,26.7,23,29.2,2.2,,,6.1,,1009,
2023-01-07 00:00:00,26.9,24,30.6,0.2,,,7.8,,1008.8,
2023-01-08 00:00:00,27.1,24.7,31.9,1.8,,,9.9,,1009.6,
2023-01-09 00:00:00,26.5,24.4,31.7,11.2,,,5.7,,1010.5,
2023-01-10 00:00:00,25,22.8,33.7,10.2,,,5.4,,1010.1,
2023-01-11 00:00:00,26.6,22.6,31.6,0.5,,,9.7,,1009.2,
2023-01-12 00:00:00,24.9,23.6,29.3,10.1,,,8.8,,1009.5,
2023-01-13 00:00:00,26.7,22.7,34,1.2,,,9.6,,1008.5,
2023-01-14 00:00:00,27.7,23.5,33.8,2.7,,,9.2,,1007.6,
2023-01-15 00:00:00,27.5,23.5,32.1,1,,,11,,1007.1,
2023-01-16 00:00:00,27.3,23.5,33.6,1.5,,,8.5,,1008.3,
2023-01-17 00:00:00,26.5,23.2,32.5,2.6,,,5.8,,1009.8,
2023-01-18 00:00:00,26.2,23.3,33.5,7.2,,,9,,1010,
2023-01-19 00:00:00,26.9,23.4,32.2,14.1,,,11.4,,1009.2,
2023-01-20 00:00:00,26.3,22.6,31.4,4.1,,,11.4,,1008.5,
2023-01-21 00:00:00,26.5,23.7,30.4,10,,,10.1,,1008.3,
2023-01-22 00:00:00,26.9,23.7,31.9,0.1,,,15,,1006.9,
2023-01-23 00:00:00,26.6,23.7,31.7,3.6,,,13.3,,1006.2,
2023-01-24 00:00:00,27.1,22.9,32.9,2.6,,,12.4,,1006,
2023-01-25 00:00:00,27.1,23.4,32,2.4,,,15.7,,1006.3,
2023-01-26 00:00:00,26.5,23.9,30,7.8,,,10.5,,1007.2,
2023-01-27 00:00:00,26.2,24,30.5,2.5,,,11.3,,1007.1,
2023-01-28 00:00:00,25.9,23.7,32.5,3,,,13,,1006.4,
2023-01-29 00:00:00,27.3,23.5,32.4,8.2,,,10.6,,1007.5,
2023-01-30 00:00:00,27.3,24.2,32.7,1,,,12.5,,1008.1,
2023-01-31 00:00:00,26.5,23.5,30.7,7.7,,,13.2,,1008,
2023-02-01 00:00:00,25.2,23.4,27.3,20.1,,,17.2,,1008.3,
2023-02-02 00:00:00,24.8,23.4,28.3,10.8,,,17,,1009,
2023-02-03 00:00:00,26.2,23.4,30.2,9.7,,,13.7,,1008.6,
2023-02-04 00:00:00,27.3,22.5,33,7.3,,,12.8,,1008.2,
2023-02-05 00:00:00,27.7,23.8,32,6.2,,,12.1,,1007.9,
2023-02-06 00:00:00,27.2,24,33,0,,,14.5,,1007.7,
2023-02-07 00:00:00,26.2,23.9,32.4,0.2,,,14.1,,1008.4,
2023-02-08 00:00:00,24.8,23.7,27.4,6.6,,,17.4,,1009.2,
2023-02-09 00:00:00,27.6,22.5,32.8,0.2,,,15.1,,1008.5,
2023-02-10 00:00:00,28,23.2,32.2,0,,,15.7,,1008.3,
2023-02-11 00:00:00,28.2,23.2,32.6,0,,,18.7,,1008.4,
2023-02-12 00:00:00,28.1,23.7,32.6,0.1,,,13.8,,1008.6,
2023-02-13 00:00:00,26.3,23.1,33.3,1.8,,,14.9,,1008.2,
2023-02-14 00:00:00,27,22.6,32.4,4.2,,,16.5,,1007.5,
2023-02-15 00:00:00,26.9,24.6,31.5,1.1,,,17.2,,1007.5,
2023-02-16 00:00:00,26.9,22.7,32.5,0.2,,,15.6,,1008.6,
2023-02-17 00:00:00,27.1,22.7,32.5,8.9,,,14.2,,1008.3,
2023-02-18 00:00:00,26.3,23.6,32.4,3.5,,,12,,1008,
2023-02-19 00:00:00,27.1,23.6,32.8,3.1,,,9.7,,1008.1,
2023-02-20 00:00:00,25.8,23.6,32.4,9,,,7.9,,1008.7,
2023-02-21 00:00:00,26.5,23.2,32.7,3.9,,,12.5,,1009.1,
2023-02-22 00:00:00,26.4,24.1,31.9,0.6,,,14.6,,1009,
2023-02-23 00:00:00,27.8,23.9,32.3,0,,,16.3,,1007.6,
2023-02-24 00:00:00,27.5,23.7,31.6,6.2,,,11.7,,1008.2,
2023-02-25 00:00:00,27.3,23.4,32.8,1.5,,,13,,1009.4,
2023-02-26 00:00:00,26.1,23.9,31.4,0.1,,,19.8,,1009.8,
2023-02-27 00:00:00,26.9,24.2,31.1,10.6,,,10.2,,1010.4,
2023-02-28 00:00:00,27.1,24.1,32.6,1.5,,,7,,1010.5,
2023-03-01 00:00:00,27.1,21.8,33.2,0.2,,,12.1,,1010.4,
2023-03-02 00:00:00,26.2,21.9,32.4,2.3,,,17.9,,1011.3,
2023-03-03 00:00:00,25.8,23.3,31,11.6,,,11.9,,1012.2,
2023-03-04 00:00:00,26.8,23.5,33.3,5.1,,,13.8,,1012.4,
2023-03-05 00:00:00,26.4,23.4,31.1,7.7,,,15.5,,1012.2,
2023-03-06 00:00:00,28.2,23.3,32.4,1,,,13.8,,1011.4,
2023-03-07 00:00:00,27.5,24.3,32.9,4.2,,,13.9,,1011,
2023-03-08 00:00:00,28.6,24.1,33.2,1.8,,,13.5,,1011.3,
2023-03-09 00:00:00,28.2,22.7,33.4,2.5,,,6.3,,1010.4,
2023-03-10 00:00:00,28.1,23.4,34.1,1.6,,,7.6,,1009.4,
2023-03-11 00:00:00,27.7,23.7,33.8,4.4,,,7.9,,1009.8,
2023-03-12 00:00:00,27.7,23.6,32.8,12.3,,,8.8,,1009.5,
2023-03-13 00:00:00,26.4,23.7,31.8,12.2,,,8.1,,1009.1,
2023-03-14 00:00:00,27.1,23.2,32.6,4.3,,,9.1,,1008.8,
2023-03-15 00:00:00,26.7,23,34,1.4,,,6.9,,1010.1,
2023-03-16 00:00:00,27.6,23.4,33.2,12.5,,,6.9,,1010.6,
2023-03-17 00:00:00,26.4,23.5,32.3,3.9,,,6.2,,1010.1,
2023-03-18 00:00:00,26.5,23.3,34.1,10.4,,,10.7,,1009.8,
2023-03-19 00:00:00,27.6,23.5,33.2,4,,,6.3,,1009,
2023-03-20 00:00:00,27.7,23.6,32.5,6.5,,,7.1,,1008.1,
2023-03-21 00:00:00,26.9,24,32.2,4.1,,,7,,1008.6,
2023-03-22 00:00:00,26.1,23,30.8,1.1,,,5.3,,1008.8,
2023-03-23 00:00:00,28.2,22.9,34.3,4.1,,,5.5,,1008.6,
2023-03-24 00:00:00,27.1,23,33.5,2.6,,,6.8,,1009,
2023-03-25 00:00:00,25.9,23.8,33.8,9.7,,,7.9,,1008.8,
2023-03-26 00:00:00,25.6,23.5,32.5,12.3,,,11,,1008.6,
2023-03-27 00:00:00,27.6,23.7,32,15,,,10.4,,1008.9,
2023-03-28 00:00:00,26.9,23.6,32.7,6.5,,,6.7,,1009.1,
2023-03-29 00:00:00,27.1,23.8,30.7,11.2,,,11.6,,1008.9,
2023-03-30 00:00:00,27.3,24.3,32.9,3.1,,,10.7,,1008,
2023-03-31 00:00:00,27,23.8,32.6,2.1,,,10.1,,1008.6,
2023-04-01 00:00:00,26.7,23.9,31.4,3.5,,,10.2,,1008.6,
2023-04-02 00:00:00,25,23.5,30.2,9.6,,,10.8,,1008.8,
2023-04-03 00:00:00,27.7,23.3,32.5,3.8,,,10.9,,1008.2,
2023-04-04 00:00:00,26,22.5,31.5,16.1,,,9.3,,1009.3,
2023-04-05 00:00:00,27.2,22.5,31,0,,,7.5,,1009.4,
2023-04-06 00:00:00,25.9,24.2,31.7,6.4,,,9,,1009.1,
2023-04-07 00:00:00,25.3,23.4,32.2,18.6,,,10.8,,1009.6,
2023-04-08 00:00:00,26.2,23.7,33.3,1.1,,,11.5,,1010.3,
2023-04-09 00:00:00,28.1,22.2,32.5,2.5,,,14.1,,1009.3,
2023-04-10 00:00:00,27.5,23.8,34.2,0.8,,,13,,1008.7,
2023-04-11 00:00:00,28.6,23.6,33.6,2.6,,,12.1,,1008.7,
2023-04-12 00:00:00,28.2,24.1,34.3,1.2,,,11.2,,1008.8,
2023-04-13 00:00:00,28.6,23.8,34.6,1.8,,,6.5,,1008.8,
2023-04-14 00:00:00,26.1,23.1,32.4,22.1,,,5.2,,1009.7,
2023-04-15 00:00:00,28.3,22.9,35,3.5,,,6.2,,1008.5,
2023-04-16 00:00:00,26.4,23.7,34,6.3,,,5.9,,1008.7,
2023-04-17 00:00:00,28.1,23.3,33.7,7.3,,,7.4,,1010.3,
2023-04-18 00:00:00,28.3,24.7,33.9,1.6,,,5.8,,1010.8,
2023-04-19 00:00:00,28.5,24.4,35.2,2.5,,,8.3,,1008,
2023-04-20 00:00:00,28.2,24.4,33.6,1.5,,,6.7,,1006.9,
2023-04-21 00:00:00,28.3,24.6,33,1.4,,,7,,1007.7,
2023-04-22 00:00:00,27.1,24.2,32.5,4.7,,,12.9,,1008.5,
2023-04-23 00:00:00,28.1,23.9,33.5,4.9,,,13.7,,1008.8,
2023-04-24 00:00:00,28.4,23.9,34.1,3.3,,,7.4,,1008.2,
2023-04-25 00:00:00,28.6,24.4,34,2.2,,,6.9,,1007.8,
2023-04-26 00:00:00,28.8,23.9,35,2.5,,,6.4,,1007.5,
2023-04-27 00:00:00,28.9,24.4,34.1,2,,,6.8,,1008.5,
2023-04-28 00:00:00,28.7,24.6,34.6,7,,,6.6,,1008.2,
2023-04-29 00:00:00,27.9,24.3,34,3,,,8.1,,1007.4,
2023-04-30 00:00:00,27.1,24.2,31.6,13,,,6.3,,1007.5,
2023-05-01 00:00:00,28.6,24.3,34.4,9.9,,,6.6,,1008,
2023-05-02 00:00:00,29.5,24.2,34.4,5.7,,,11.4,,1008.9,
2023-05-03 00:00:00,28.9,24.3,34.6,0.2,,,17.4,,1008.7,
2023-05-04 00:00:00,28.4,24.2,33.2,6.8,,,6.8,,1008.1,
2023-05-05 00:00:00,28.6,25,33.6,2.9,,,9.3,,1006.3,
2023-05-06 00:00:00,27.5,25,32.8,5.2,,,7.3,,1006.6,
2023-05-07 00:00:00,27.3,25.1,34.8,4.1,,,7.5,,1007.1,
2023-05-08 00:00:00,27.2,24.3,31.3,19.3,,,9.8,,1007.8,
2023-05-09 00:00:00,25.9,24,32.8,1.7,,,9.6,,1009,
2023-05-10 00:00:00,28.3,24,34.5,5.3,,,6.4,,1010,
2023-05-11 00:00:00,29.2,24.3,34.4,0,,,10,,1010.4,
2023-05-12 00:00:00,26.5,24.7,30.7,8.2,,,18.7,,1010.9,
2023-05-13 00:00:00,28.3,23.3,34,0,,,20.1,,1010.1,
2023-05-14 00:00:00,27.3,23.3,32.7,4.4,,,7.3,,1010.5,
2023-05-15 00:00:00,26.3,23.9,33.5,5.5,,,7,,1011.3,
2023-05-16 00:00:00,27.3,23.5,33.2,14.2,,,6.9,,1011.6,
2023-05-17 00:00:00,27.3,24.4,35.1,14.9,,,8.7,,1012.2,
2023-05-18 00:00:00,27.7,24.4,32.7,1.6,,,15.5,,1011.4,
2023-05-19 00:00:00,27.8,24.5,32.6,5.9,,,15.4,,1011.1,
2023-05-20 00:00:00,27.9,24.2,32.4,4.6,,,14.9,,1010.8,
2023-05-21 00:00:00,27.5,24.7,33.1,1.2,,,15.2,,1011.6,
2023-05-22 00:00:00,28,24.2,33.1,0.1,,,16.8,,1011.5,
2023-05-23 00:00:00,27.7,24.1,32.7,1.7,,,17.1,,1011.3,
2023-05-24 00:00:00,28.1,23.7,33.4,5.7,,,11.9,,1011.6,
2023-05-25 00:00:00,28.2,24.4,33.5,9.6,,,13.4,,1011.7,
2023-05-26 00:00:00,27.1,22.7,33.1,5.4,,,12,,1011.5,
2023-05-27 00:00:00,27,24.5,32.6,0.3,,,16.4,,1009.2,
2023-05-28 00:00:00,27.5,23.4,32.7,0.8,,,20.4,,1009.1,
2023-05-29 00:00:00,28.7,23.1,32.9,1,,,22,,1009.6,
2023-05-30 00:00:00,27.9,25.1,32.7,0.9,,,17.7,,1009.9,
2023-05-31 00:00:00,28.3,24.5,33.8,0,,,15.6,,1009.4,
2023-06-01 00:00:00,28.4,24.1,34,0.3,,,21,,1009.7,
2023-06-02 00:00:00,28.4,23.5,34,3.3,,,17.7,,1010,
2023-06-03 00:00:00,28,23.7,34.2,1.9,,,16.1,,1010,
2023-06-04 00:00:00,28.6,23.6,34.9,0,,,16.9,,1008.8,
2023-06-05 00:00:00,27.7,24.3,34.4,3.5,,,16,,1008.7,
2023-06-06 00:00:00,27.1,23.4,31.3,4.4,,,14.3,,1009.7,
