date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-06-07 00:00:00,27.6,24.2,34.2,0,,,15.1,,1010.6,
2023-06-08 00:00:00,27.6,22.1,33.4,0,,,13.9,,1010,
2023-06-09 00:00:00,28.1,22.1,34,0,,,10.8,,1008.9,
2023-06-10 00:00:00,28.5,22.1,34.8,0.5,,,12.2,,1008.7,
2023-06-11 00:00:00,28.8,23.8,33.7,4.6,,,19.7,,1009.1,
2023-06-12 00:00:00,27.6,24.7,33.1,1.2,,,18.2,,1009.3,
2023-06-13 00:00:00,26.1,23.4,33,13.1,,,12.2,,1010.1,
2023-06-14 00:00:00,27.3,23.9,34.4,11.1,,,11,,1010.4,
2023-06-15 00:00:00,27.1,24.3,33.3,7,,,17.1,,1010.2,
2023-06-16 00:00:00,26.4,23.3,30.6,18.9,,,13.6,,1010.5,
2023-06-17 00:00:00,27.3,24,32.6,22.2,,,17.5,,1010.5,
2023-06-18 00:00:00,27.6,23.2,31.9,9.5,,,12.1,,1010.6,
2023-06-19 00:00:00,26.9,23.8,33,5.4,,,6.7,,1010.2,
2023-06-20 00:00:00,25.8,23.5,31.4,39.3,,,9,,1010.9,
2023-06-21 00:00:00,26.4,23.3,30.4,7.2,,,9.4,,1011.2,
2023-06-22 00:00:00,27.3,23.8,32.6,0,,,11.4,,1009.9,
2023-06-23 00:00:00,26.9,23.7,32.5,2.1,,,12.9,,1009,
2023-06-24 00:00:00,27.3,23.2,32.3,8.8,,,12.3,,1008.5,
2023-06-25 00:00:00,27,23.4,32.4,6.5,,,9.6,,1008.9,
2023-06-26 00:00:00,27.4,23.3,32.9,2.7,,,9.9,,1008.9,
2023-06-27 00:00:00,28.4,24,33.4,2.8,,,10,,1009.9,
2023-06-28 00:00:00,27.6,24.3,33.2,3.4,,,10.9,,1011,
2023-06-29 00:00:00,26.9,24,33.2,2.6,,,15.7,,1010.3,
2023-06-30 00:00:00,28.3,23.9,33.8,1.5,,,8.2,,1009.7,
2023-07-01 00:00:00,27.1,24.1,33.8,1.9,,,7.2,,1010.3,
2023-07-02 00:00:00,26.9,23.6,33.5,14,,,8.9,,1010.5,
2023-07-03 00:00:00,26.9,24,33.3,8,,,7.6,,1010.4,
2023-07-04 00:00:00,26,23.6,29.9,17.7,,,5.2,,1010.5,
2023-07-05 00:00:00,27.4,23,33.3,1.1,,,12.2,,1009.5,
2023-07-06 00:00:00,26.2,23.8,32.2,7.9,,,19.6,,1009.8,
2023-07-07 00:00:00,26.7,23,32.5,4.7,,,14.9,,1010.7,
2023-07-08 00:00:00,27.9,23.7,33.2,0.9,,,14.8,,1011.1,
2023-07-09 00:00:00,25.6,23.7,28.8,1.5,,,9,,1010.5,
2023-07-10 00:00:00,26.2,23.4,29.3,0.6,,,13.6,,1009.4,
2023-07-11 00:00:00,26.6,23.2,31.2,17.3,,,13.2,,1010,
2023-07-12 00:00:00,26.9,22.5,31.3,0,,,15,,1009.3,
2023-07-13 00:00:00,26.3,23.6,31.2,0.3,,,9.8,,1009.7,
2023-07-14 00:00:00,27.5,24.1,33.6,10.2,,,11.7,,1009.7,
2023-07-15 00:00:00,27,24.2,30.8,7.7,,,16.6,,1009.4,
2023-07-16 00:00:00,27.2,24.4,31.8,0.2,,,14.1,,1009.4,
2023-07-17 00:00:00,27.4,23.7,31.1,0.3,,,20,,1009.5,
2023-07-18 00:00:00,27.4,24.8,32.4,0,,,17.6,,1009.8,
2023-07-19 00:00:00,28,24.4,33.1,0.4,,,17.4,,1008.9,
2023-07-20 00:00:00,27.7,23.5,33.1,0,,,18.3,,1008.6,
2023-07-21 00:00:00,27.9,22.7,32.6,0.6,,,19.1,,1010.5,
2023-07-22 00:00:00,27.3,24.4,32.8,0.2,,,19.1,,1011.7,
2023-07-23 00:00:00,28.3,21.7,32.8,0,,,18.7,,1011,
2023-07-24 00:00:00,27.9,24.4,30.4,0.1,,,20,,1010.1,
2023-07-25 00:00:00,28.1,25.3,32.3,0,,,25.1,,1010.8,
2023-07-26 00:00:00,27.8,24.6,33.3,0,,,26.4,,1010.9,
2023-07-27 00:00:00,28.2,22.9,32.6,0,,,26.8,,1011.2,
2023-07-28 00:00:00,28.2,23.9,32.4,0,,,27.9,,1010.5,
2023-07-29 00:00:00,27.7,23.5,33.3,0,,,25.4,,1010.6,
2023-07-30 00:00:00,27.2,21.5,33.1,0,,,25,,1011,
2023-07-31 00:00:00,27.7,21.1,33.2,0.3,,,21.1,,1010.7,
2023-08-01 00:00:00,28.3,22.8,33.2,0,,,22.8,,1010.4,
2023-08-02 00:00:00,27.8,24.8,33,0.3,,,23.1,,1011.6,
2023-08-03 00:00:00,28.5,23.7,34,0,,,21.2,,1012.5,
2023-08-04 00:00:00,28.9,22.6,34.1,0.7,,,22.1,,1013.6,
2023-08-05 00:00:00,28.7,22.7,34.2,0.9,,,22.6,,1013,
2023-08-06 00:00:00,28.7,24.2,33.5,0.5,,,23.5,,1011.3,
2023-08-07 00:00:00,27.9,24.2,32.8,0,,,21.5,,1011,
2023-08-08 00:00:00,27.8,22.4,33.2,0,,,21.5,,1011.5,
2023-08-09 00:00:00,28.3,22.1,33.6,0,,,19,,1011.8,
2023-08-10 00:00:00,28.4,22.3,32.6,0.9,,,21.9,,1011.7,
2023-08-11 00:00:00,27.8,23.1,33,0.4,,,22.6,,1011.2,
2023-08-12 00:00:00,27.5,23.2,31.4,0,,,25.3,,1011.1,
2023-08-13 00:00:00,28.3,24.2,33.6,0,,,25,,1010.6,
2023-08-14 00:00:00,27.7,23.1,32.3,0,,,23.4,,1010.6,
2023-08-15 00:00:00,28,22.7,34.4,0,,,22.9,,1011.1,
2023-08-16 00:00:00,27.9,22.7,33.1,0.4,,,16.7,,1011.6,
2023-08-17 00:00:00,28.2,24.3,33.7,1.6,,,16.8,,1010.9,
2023-08-18 00:00:00,28.7,23.6,33.6,0.2,,,18.5,,1010.2,
2023-08-19 00:00:00,28.6,24.4,33.2,2.6,,,24.6,,1010.8,
2023-08-20 00:00:00,28,23.4,33.4,0,,,25.3,,1010.7,
2023-08-21 00:00:00,27.9,23.7,32.8,1.1,,,23.7,,1010.5,
2023-08-22 00:00:00,29,22.6,33.5,0,,,21.4,,1010.3,
2023-08-23 00:00:00,27.8,22.4,32.1,0,,,24,,1010.6,
2023-08-24 00:00:00,28.1,24,33.6,0.6,,,23.6,,1010.1,
2023-08-25 00:00:00,28.8,24,33.8,0,,,25.4,,1009.8,
2023-08-26 00:00:00,28.4,24,33.3,0,,,19.5,,1009.2,
2023-08-27 00:00:00,29.3,24.2,33.4,0,,,25.7,,1009.4,
2023-08-28 00:00:00,28.4,24,33,0,,,23.8,,1009.6,
2023-08-29 00:00:00,28.5,24.5,32.7,0,,,26.7,,1009.2,
2023-08-30 00:00:00,28.1,23.5,33.4,0,,,24.4,,1010,
2023-08-31 00:00:00,28.4,22.5,33.4,0,,,21.1,,1010.4,
2023-09-01 00:00:00,29,24.2,33.2,0,,,26.5,,1010.1,
2023-09-02 00:00:00,29.9,23.7,33.8,0,,,26.4,,1009.3,
2023-09-03 00:00:00,27.6,23.6,32.6,0,,,33.8,,1010.1,
2023-09-04 00:00:00,28.2,22.1,33,0,,,26.7,,1009.1,
2023-09-05 00:00:00,28.6,22.8,34.1,1.2,,,25.1,,1009.9,
2023-09-06 00:00:00,28.7,23.4,33.4,0,,,22.8,,1010.2,
2023-09-07 00:00:00,28.6,24.9,33.1,0.2,,,22.2,,1010.7,
2023-09-08 00:00:00,28.2,22.6,34.7,0,,,19,,1010.8,
2023-09-09 00:00:00,28.4,23,34.3,0,,,21.6,,1010.5,
2023-09-10 00:00:00,27.8,23,34.7,0.5,,,20.7,,1010.4,
2023-09-11 00:00:00,28,24.5,33.8,0.6,,,21.5,,1010.2,
2023-09-12 00:00:00,26.2,23.4,32.2,9.7,,,13.9,,1010.8,
2023-09-13 00:00:00,26.9,23.1,31.7,3.5,,,17.3,,1011.7,
2023-09-14 00:00:00,29.1,24.2,32.9,0,,,23.3,,1011.4,
2023-09-15 00:00:00,26.9,24.8,32.6,4.8,,,22,,1011.5,
2023-09-16 00:00:00,28.3,23.8,33.8,4.5,,,19.6,,1011,
2023-09-17 00:00:00,27.8,24.4,33.4,0,,,23.5,,1010.1,
2023-09-18 00:00:00,27.8,24.4,33.4,0,,,21.4,,1009.6,
2023-09-19 00:00:00,30.1,22.7,33.9,0,,,22.1,,1010,
2023-09-20 00:00:00,28.4,23.4,33,0,,,26.3,,1010,
2023-09-21 00:00:00,28.3,24.4,33.2,0,,,26.3,,1009.9,
2023-09-22 00:00:00,27.7,22.9,33.7,0,,,23.5,,1009.6,
2023-09-23 00:00:00,27.4,22,33.3,0,,,14.8,,1009.7,
2023-09-24 00:00:00,27.6,21.4,33.7,0,,,17.3,,1009.5,
2023-09-25 00:00:00,27.4,21.6,33.4,0,,,20.9,,1009.6,
2023-09-26 00:00:00,27.5,21.1,33.5,0,,,23.6,,1009.9,
2023-09-27 00:00:00,28.4,21,32.9,0,,,24.1,,1010.3,
2023-09-28 00:00:00,28.8,23.6,33.9,0,,,27.5,,1010.7,
2023-09-29 00:00:00,28.4,22.3,34,0,,,22.6,,1011.1,
2023-09-30 00:00:00,28.3,21.6,33.9,0,,,23.1,,1010.5,
2023-10-01 00:00:00,28.2,22.2,33.9,0,,,23.5,,1010.2,
2023-10-02 00:00:00,29.1,22.7,35.3,0,,,19.7,,1011,
2023-10-03 00:00:00,29.2,23.4,35.9,0,,,17.9,,1011.9,
2023-10-04 00:00:00,28.8,22.8,36.4,0,,,15.2,,1011.6,
2023-10-05 00:00:00,29.3,22.9,35.1,0,,,15.1,,1010.5,
2023-10-06 00:00:00,28.4,23.6,34.8,0,,,20.6,,1010.6,
2023-10-07 00:00:00,28.6,22.6,35.1,0,,,20.7,,1010.5,
2023-10-08 00:00:00,29.1,22.2,35.1,0,,,14.1,,1010.9,
2023-10-09 00:00:00,29.4,22.4,33.9,0,,,18.1,,1010.7,
2023-10-10 00:00:00,28.7,24.6,34.4,0.6,,,18.2,,1010.6,
2023-10-11 00:00:00,27.9,23.5,34.2,0,,,20.1,,1010.7,
2023-10-12 00:00:00,28.6,21,34.8,0,,,21.3,,1011.4,
2023-10-13 00:00:00,28.1,22.2,35.1,0,,,23.1,,1011.1,
2023-10-14 00:00:00,29.6,22.8,35.4,0,,,20.2,,1010.5,
2023-10-15 00:00:00,29.5,23.7,35.1,0,,,19.8,,1009.9,
2023-10-16 00:00:00,29.7,24.5,35.4,0.4,,,19.2,,1010.3,
2023-10-17 00:00:00,27.2,24.1,34.9,5.5,,,10.4,,1011.1,
2023-10-18 00:00:00,27.9,23.3,33.9,2.8,,,17.1,,1011,
2023-10-19 00:00:00,28.7,24.2,34.4,4,,,17.8,,1010.7,
2023-10-20 00:00:00,29.2,23,35.2,0,,,11.7,,1010.9,
2023-10-21 00:00:00,27.7,23.9,34.8,3.3,,,11.8,,1011,
2023-10-22 00:00:00,26.7,23.9,35.9,0.9,,,8,,1011.7,
2023-10-23 00:00:00,28.8,23.8,35.4,0.3,,,9.5,,1010.9,
2023-10-24 00:00:00,28.8,23.8,35.2,0.3,,,14.6,,1010.7,
2023-10-25 00:00:00,28.7,24.3,34.8,0,,,11.2,,1011.1,
2023-10-26 00:00:00,27.6,22.4,36.1,0,,,11.4,,1011.1,
2023-10-27 00:00:00,27.3,20.4,35,0,,,13.2,,1011.1,
2023-10-28 00:00:00,27.6,19.4,35.2,0,,,17,,1010.1,
2023-10-29 00:00:00,28.7,20.5,35.7,0,,,17.9,,1009.5,
2023-10-30 00:00:00,29.1,22.7,35.9,0,,,15.2,,1008.8,
2023-10-31 00:00:00,29.4,22.9,36.3,0,,,14.4,,1009.5,
2023-11-01 00:00:00,29.8,23.6,36.4,0,,,13.7,,1009.5,
2023-11-02 00:00:00,27.6,23.5,36.6,1.1,,,9.9,,1009.2,
2023-11-03 00:00:00,27,23.8,35.8,14.5,,,8,,1008.5,
2023-11-04 00:00:00,27.3,23.5,35.2,2.1,,,6.1,,1009,
2023-11-05 00:00:00,28.2,23.7,33.8,1,,,6.6,,1009.5,
2023-11-06 00:00:00,28.1,24.2,35.5,0.6,,,9.8,,1009.5,
2023-11-07 00:00:00,26.5,23.8,34.6,4.6,,,8.1,,1009.5,
2023-11-08 00:00:00,28.7,22.8,34.9,0.9,,,6.6,,1008.7,
2023-11-09 00:00:00,27.7,24.4,34.4,6.8,,,6.9,,1009.9,
2023-11-10 00:00:00,27.8,23.9,34.6,2.8,,,7.5,,1010.5,
2023-11-11 00:00:00,26.7,24.2,33.6,13,,,9.8,,1011.1,
2023-11-12 00:00:00,28.8,24.5,34.4,1.4,,,8.5,,1010.9,
2023-11-13 00:00:00,28.5,24.3,34.7,3.7,,,7.4,,1010.4,
2023-11-14 00:00:00,28.9,24.9,35.2,1.5,,,9.2,,1010.6,
2023-11-15 00:00:00,28.7,24.4,35.4,0.9,,,7.9,,1010.1,
2023-11-16 00:00:00,27.8,24.5,35.5,0.9,,,8.2,,1010.4,
2023-11-17 00:00:00,28.5,24.2,33.9,0.2,,,7.9,,1009.9,
2023-11-18 00:00:00,28.2,24.4,32.1,2.6,,,7,,1009.4,
2023-11-19 00:00:00,27.8,24.9,33.7,1.5,,,6,,1009.2,
2023-11-20 00:00:00,27.8,24.3,33.1,11.6,,,9.7,,1009.5,
2023-11-21 00:00:00,28.9,24.8,33.8,0.5,,,15.1,,1008.9,
2023-11-22 00:00:00,27.4,24.6,34.1,14.4,,,12.4,,1008,
2023-11-23 00:00:00,27.8,24.1,34,8.4,,,9.2,,1007.4,
2023-11-24 00:00:00,26.7,24.4,33.3,7.2,,,6.7,,1008.1,
2023-11-25 00:00:00,28.3,24.4,33.4,3.5,,,6.7,,1007.9,
2023-11-26 00:00:00,27.2,23.5,33.5,15.5,,,7.7,,1008.7,
2023-11-27 00:00:00,26.8,24.1,33.1,1.2,,,8.5,,1008.4,
2023-11-28 00:00:00,29.7,24.4,32.8,10.4,,,9.8,,1008.7,
2023-11-29 00:00:00,26.7,24.2,32.7,1,,,6.4,,1009.2,
2023-11-30 00:00:00,25.9,23.7,31.1,7.5,,,9.2,,1008.8,
2023-12-01 00:00:00,25.8,23,34.3,6.8,,,8.4,,1008.2,
2023-12-02 00:00:00,26.9,23.2,32.3,10.4,,,6.8,,1008.7,
2023-12-03 00:00:00,27.2,23.7,32.9,3.6,,,9.2,,1009.3,
2023-12-04 00:00:00,28.7,23.9,34.8,0.5,,,6.8,,1008.7,
2023-12-05 00:00:00,28.3,24,33.7,3.5,,,7.1,,1008.8,
2023-12-06 00:00:00,26.7,23.7,33.7,2.9,,,10.2,,1009.3,
2023-12-07 00:00:00,26.9,23.8,32,3.1,,,12,,1009,
2023-12-08 00:00:00,25.9,23.8,33.6,5.9,,,11.4,,1009.2,
2023-12-09 00:00:00,26.5,23.9,31.9,7,,,13.7,,1009.3,
2023-12-10 00:00:00,28,23.7,32.7,7,,,11.9,,1007.8,
2023-12-11 00:00:00,27.3,23.9,32,1.3,,,13.8,,1008.2,
2023-12-12 00:00:00,28.2,24.2,32.5,1,,,12.4,,1007.9,
2023-12-13 00:00:00,27.5,24.2,33.4,0.5,,,13.3,,1008.5,
2023-12-14 00:00:00,27.2,24.4,32,1,,,15.5,,1009.6,
2023-12-15 00:00:00,29.1,24.5,33.3,9.2,,,11.3,,1009.1,
2023-12-16 00:00:00,28.1,24.8,32.8,0.7,,,15.5,,1008.7,
2023-12-17 00:00:00,28.4,23.9,32.5,4.3,,,12,,1008.7,
2023-12-18 00:00:00,28.4,24.1,32.9,0.1,,,6.6,,1008.4,
2023-12-19 00:00:00,28.9,23.9,34.3,1.7,,,8.4,,1008.8,
2023-12-20 00:00:00,28,24,34,10.7,,,7.8,,1009.1,
2023-12-21 00:00:00,27.5,24.2,32,5.2,,,7.4,,1009.6,
2023-12-22 00:00:00,28.2,24.2,33.2,11.2,,,9,,1010.5,
2023-12-23 00:00:00,29.1,24.1,34.6,12.2,,,9.8,,1011.3,
2023-12-24 00:00:00,28.2,23.5,32.8,2.9,,,11.2,,1010.7,
2023-12-25 00:00:00,28.3,23.4,33,0,,,11.3,,1010.2,
2023-12-26 00:00:00,29,24.2,34.3,1.5,,,11,,1011.3,
2023-12-27 00:00:00,29.2,24.6,34.7,3.5,,,9.8,,1011.7,
2023-12-28 00:00:00,28.6,24.5,33.7,8,,,9.9,,1011.3,
2023-12-29 00:00:00,28.6,25.4,34.4,0.8,,,8.7,,1009.5,
2023-12-30 00:00:00,29.8,24.8,34.9,0.8,,,7.3,,1008.8,
2023-12-31 00:00:00,28.2,24,34.1,2.2,,,6.2,,1009.5,
2024-01-01 00:00:00,29.4,25.7,34.4,11.7,,,7.6,,1009.1,
2024-01-02 00:00:00,28.1,24.2,33.4,6.6,,,7.2,,1008.8,
2024-01-03 00:00:00,27.8,23.8,33.8,10.1,,,9.6,,1009.2,
2024-01-04 00:00:00,27.9,24.2,34.4,10.9,,,7.3,,1009.2,
2024-01-05 00:00:00,27.3,24.6,33.3,11.7,,,8.2,,1010,
2024-01-06 00:00:00,27.6,24.2,31.2,5.4,,,10.6,,1010.1,
2024-01-07 00:00:00,28.4,25,32.5,5.9,,,7.6,,1009.7,
2024-01-08 00:00:00,28.8,23.3,33.3,1.8,,,8.5,,1009.8,
2024-01-09 00:00:00,28.2,22.6,33.6,0.8,,,12.6,,1009.2,
2024-01-10 00:00:00,27.6,23.2,32.6,0.2,,,12.2,,1007.9,
2024-01-11 00:00:00,28.1,23.3,32.4,2.9,,,12,,1008.1,
2024-01-12 00:00:00,28.8,23.6,32.6,0,,,15.4,,1007.7,
2024-01-13 00:00:00,26.5,24.2,28.5,17.3,,,13.2,,1008.3,
2024-01-14 00:00:00,26.2,23.6,31.9,0,,,17.8,,1008.6,
2024-01-15 00:00:00,26.2,23.9,29.8,3.6,,,17.8,,1008.5,
2024-01-16 00:00:00,26.7,23.8,31,3.7,,,14.3,,1008.4,
2024-01-17 00:00:00,27.9,23.8,32.2,0,,,18,,1008.3,
2024-01-18 00:00:00,27.3,23.7,31.6,4.2,,,12.5,,1008,
2024-01-19 00:00:00,28.2,24,33,7,,,14.5,,1008.2,
2024-01-20 00:00:00,27.5,23.6,32.7,3.2,,,13.3,,1008.8,
2024-01-21 00:00:00,25,24.1,27,12.3,,,14.5,,1010.5,
2024-01-22 00:00:00,27.8,23.2,32.4,0.7,,,18.1,,1010.3,
2024-01-23 00:00:00,28.7,24.2,33.2,1.2,,,15.9,,1010.6,
2024-01-24 00:00:00,28.3,24.3,32.4,0.3,,,17.6,,1011.7,
2024-01-25 00:00:00,27.8,23.8,32.1,0.3,,,18,,1012.4,
2024-01-26 00:00:00,27.8,22.5,32.3,0,,,12.8,,1013.2,
2024-01-27 00:00:00,26.2,22.6,31.4,8.1,,,10.8,,1012.6,
2024-01-28 00:00:00,27.3,22.6,31.6,2.3,,,12.8,,1012.3,
2024-01-29 00:00:00,27.7,23.7,32.8,0.7,,,14.2,,1011.9,
2024-01-30 00:00:00,27.8,23.8,32.2,0,,,14.5,,1011.5,
2024-01-31 00:00:00,27.6,23.9,31,6.5,,,15,,1011.6,
2024-02-01 00:00:00,27.7,24,33.3,8.3,,,13.2,,1011.6,
2024-02-02 00:00:00,27.4,23.6,32.7,16.5,,,12.1,,1011.4,
2024-02-03 00:00:00,28.4,24.2,33.6,10.3,,,12.3,,1011.4,
2024-02-04 00:00:00,27.9,23.8,33.6,4.2,,,9.9,,1011.6,
2024-02-05 00:00:00,27.7,23,33.3,1.2,,,12.8,,1012.5,
2024-02-06 00:00:00,27.7,23.2,32.2,0.3,,,14.8,,1012.1,
2024-02-07 00:00:00,28.6,25.1,32.8,2.5,,,13.9,,1011.1,
2024-02-08 00:00:00,28.4,23.4,34.4,0.7,,,10.6,,1010.6,
2024-02-09 00:00:00,28.8,23.5,33.4,8.8,,,12,,1011.2,
2024-02-10 00:00:00,27.2,24.6,31.2,16.2,,,14.6,,1012.1,
2024-02-11 00:00:00,27.6,24.8,32.8,7.1,,,14.3,,1012.2,
2024-02-12 00:00:00,25.1,24.1,27.3,34.3,,,10.2,,1012.6,
2024-02-13 00:00:00,26.6,23.2,30.6,7.5,,,10.3,,1012.7,
2024-02-14 00:00:00,26.7,24.3,30.5,9.5,,,11.2,,1011.5,
2024-02-15 00:00:00,28.7,24.2,33.1,0.7,,,9.4,,1010.9,
2024-02-16 00:00:00,27.3,22.9,32,0,,,17.1,,1011,
2024-02-17 00:00:00,26.7,21.5,31.8,0,,,13.4,,1010.6,
2024-02-18 00:00:00,27.5,21.6,32.2,0,,,11,,1011.2,
2024-02-19 00:00:00,28.1,21.6,32.5,0.3,,,10.4,,1011.7,
2024-02-20 00:00:00,28.2,24.7,31.6,4.4,,,12.1,,1011,
2024-02-21 00:00:00,28.5,23.4,33.3,3.2,,,12.9,,1010.4,
2024-02-22 00:00:00,28.1,24,32.6,0.4,,,9.2,,1010.6,
2024-02-23 00:00:00,27.1,24.9,32.6,10.6,,,7.2,,1011.5,
2024-02-24 00:00:00,27.8,23.3,32.6,0.1,,,9.6,,1010.5,
2024-02-25 00:00:00,28.1,23.6,32.6,1.2,,,9.5,,1009.8,
2024-02-26 00:00:00,28.1,22.8,32.4,0.6,,,10.6,,1009.8,
2024-02-27 00:00:00,28.6,23.2,32.7,0.4,,,12.1,,1009.2,
2024-02-28 00:00:00,28.4,25.6,31.3,0.2,,,17.1,,1008.9,
2024-02-29 00:00:00,28.6,24.8,34,2,,,10,,1009.1,
2024-03-01 00:00:00,28.1,24.2,32.4,2.5,,,8.2,,1009,
2024-03-02 00:00:00,26.9,24,33.4,8.3,,,8.2,,1009.6,
2024-03-03 00:00:00,28.4,23.2,33.4,6.8,,,9.2,,1010.2,
2024-03-04 00:00:00,28.6,24,32.3,2.4,,,10.6,,1009.9,
2024-03-05 00:00:00,26.4,24.3,30.1,8.1,,,11,,1009.3,
2024-03-06 00:00:00,27.3,24.3,31.2,15.8,,,10.4,,1008.3,
2024-03-07 00:00:00,25.8,23.7,31.7,11.3,,,9,,1008.2,
2024-03-08 00:00:00,26.7,23.8,31.2,5.5,,,9.8,,1008,
2024-03-09 00:00:00,27.8,21.8,31.7,0.3,,,11.6,,1008.4,
2024-03-10 00:00:00,27.1,23.3,31.4,0.2,,,13.3,,1010.8,
2024-03-11 00:00:00,27.7,23.4,31,0,,,13.5,,1010.7,
2024-03-12 00:00:00,28.4,23.4,31.8,0,,,16,,1009.8,
2024-03-13 00:00:00,28.5,24.1,32.9,0,,,17.2,,1010,
2024-03-14 00:00:00,28.2,24.8,33.2,7,,,11.5,,1010.2,
2024-03-15 00:00:00,28.4,24.4,33.3,4.8,,,10.7,,1010.7,
2024-03-16 00:00:00,27.7,24.7,31.7,1.6,,,14.3,,1010.9,
2024-03-17 00:00:00,28.2,24.3,32.4,0.2,,,13.8,,1010,
2024-03-18 00:00:00,27.3,23.5,32.9,0,,,12.6,,1009.5,
2024-03-19 00:00:00,28.8,22,33.7,0.3,,,11.2,,1010.1,
2024-03-20 00:00:00,28.7,25.2,33,0.4,,,14.3,,1010.4,
2024-03-21 00:00:00,28.5,24.7,33.1,8.6,,,10.8,,1009.7,
2024-03-22 00:00:00,27.8,23.7,32.6,0.6,,,8.1,,1009.8,
2024-03-23 00:00:00,28.4,23,33.6,3.5,,,8.5,,1010.1,
2024-03-24 00:00:00,28.5,22.7,33,0.9,,,9.3,,1010.6,
2024-03-25 00:00:00,28.4,21.8,33.2,1.2,,,10.3,,1010.5,
2024-03-26 00:00:00,28.2,24.6,33.4,8.2,,,12.7,,1011.6,
2024-03-27 00:00:00,26.7,24.3,33.5,20.9,,,7.8,,1012.2,
2024-03-28 00:00:00,25.5,23.8,30.2,21.2,,,8.3,,1012,
2024-03-29 00:00:00,25.8,23.4,30,3.6,,,8.3,,1012.3,
2024-03-30 00:00:00,26.4,23.7,30.2,2.1,,,7.7,,1012.8,
2024-03-31 00:00:00,26.7,24.2,31.2,7.9,,,7.5,,1011.7,
2024-04-01 00:00:00,26,23.7,29.2,17.2,,,10.7,,1010.9,
